ID,data_hora,latitude,longitude,intensidade_fogo_frp,confianca,tipo_uso_solo,temperatura_c,umidade_percentual,velocidade_vento_kmh
13222,2021-01-04 04:05:49.528812230,-31.9225942267576,-40.41739530155437,184.54418335747184,0.7908500419896655,floresta,24.98858713431328,42.734039231018386,18.679825515606893
14215,2015-08-06 05:46:28.718448669,-5.372403605391963,-66.7315895879934,111.97524514963474,0.672173785056761,savana,24.477125159340854,35.88460925218187,16.422619579501326
12539,2017-07-02 11:53:18.737280190,2.3960423470999856,-36.853160211125,80.07800122956564,0.6123006293720359,savana,20.916811359059682,35.3855973215227,24.534312664185183
15906,2012-10-10 23:21:22.540065929,-23.322276890724464,-56.14042552526554,166.95000219301457,0.5301492405276513,savana,35.022548802534416,36.93266556691158,2.3766264447530427
15731,2022-07-28 17:24:33.421018183,-26.739215615162376,-42.10043087022906,248.11713287078908,0.5873036378061838,savana,29.832179333094402,65.22660455029668,22.69920214323903
14906,2023-03-22 12:45:50.581412971,-27.978383518638474,-61.599441920871186,75.0860674125756,0.674991602457661,agricola,30.013014458697157,55.96380625949503,0.825964510760312
20498,2014-01-26 22:25:37.170736089,-21.643383947485383,-45.95936446363267,152.01860768594256,0.7702196211078047,agricola,26.00699591618984,43.53091599260113,0.6191888797365463
15912,2019-10-09 05:38:16.209540963,-7.563248769591713,-70.17608082277184,318.77742232329695,0.6016066694034652,agricola,39.72238522945712,71.74214929700136,11.635854277522759
20767,2014-06-09 20:00:21.128087729,-17.316550379667145,-73.14222550377056,255.39920631827147,0.8667027330704451,floresta,25.20819345565445,30.187942540634467,13.251571837157309
18376,2013-11-13 00:41:56.150177196,-8.007711854097852,-53.9711094895917,161.72393472651757,0.9291188286338652,agricola,27.68153604268074,70.61298678051105,22.885104519535204
16002,2011-10-15 05:32:49.323929660,-32.146858365429274,-43.58609537292275,194.85411851048204,0.6103517620585333,savana,21.249610832188786,45.87601821212493,19.563342540339786
16203,2010-03-27 14:25:16.169098333,-23.857232857052338,-58.7700731289118,303.35077270577096,0.6253287129199212,pastagem,27.455163294952975,52.79891364039805,12.76191666237319
10717,2017-02-02 06:21:56.296591043,-15.614061160746104,-49.585764257595926,30.209610599051583,0.5745053347054286,savana,22.38792067771649,74.73479794873552,27.546108742311553
12492,2024-02-28 21:50:53.702590704,-2.8030907731988606,-38.408704291243716,401.4422314375368,0.6582053674169912,agricola,32.86336048184019,57.18434798519205,23.72640200099865
18145,2022-02-07 15:08:52.154524326,-13.550511826705243,-48.65375644559596,143.17818816225912,0.7599297093220785,savana,28.587434864972998,42.42336526966156,19.093641685341574
13260,2016-01-10 02:37:18.630903631,3.425157659532104,-54.01925433171854,264.6890323706531,0.6304244557912486,savana,27.22185896591345,44.64793981743051,1.0407543518984053
14505,2014-10-05 16:23:05.082884997,-6.093693723773381,-36.37215430161986,264.5913113096359,0.6913688223677972,floresta,29.118031081425123,58.85848330509287,18.02256811559194
16883,2016-08-16 06:46:18.563914955,-8.929099742990452,-56.346889236804614,375.2343488448309,0.6792073711175274,floresta,39.1352229536523,30.50213135341447,17.389959576414213
20508,2012-10-10 03:28:20.812033936,-11.029990182512975,-64.14240502191429,459.4341152279212,0.6577961531852057,agricola,29.812999090146384,60.267104806550655,26.11105412784101
12153,2010-09-15 06:35:19.741614565,-14.516485556307437,-65.66006907095377,197.2281112728102,0.8575187177323447,floresta,22.493140496776764,34.02321839318513,20.99786540609398
17922,2013-08-17 10:07:54.193663225,-4.560030355275607,-40.917804640704766,85.84291587935809,0.9005772038218691,savana,32.688727764867295,47.62778722041392,22.289555481672362
15855,2018-11-01 15:04:47.490437984,-5.538968617269379,-54.23000287353161,349.6879470530049,0.5699713841164316,savana,31.268769689304104,41.34772281649458,8.793976680075463
17900,2017-12-24 14:14:56.108284354,-32.70284462754118,-67.30804875418417,401.40245774107996,0.6746802605280793,agricola,38.740247346163116,21.060041377963906,25.19668289553589
17571,2016-11-27 22:11:29.987600714,-29.306558807329267,-58.299157904449245,414.1599615829322,0.5731444936269408,agricola,33.829059812455085,66.22903688986113,8.245565814989305
13296,2010-07-23 10:18:13.575889029,-9.310255461173469,-56.522453924876615,96.51049881486193,0.538256083196948,agricola,35.33909896559717,56.14185446261048,7.608201097847972
20263,2020-10-03 12:34:47.928651750,3.5575739854819375,-50.44755914231085,297.3747329727112,0.5261275292396035,pastagem,35.752277990671004,46.724344468855655,1.143078112574133
14941,2012-12-02 12:06:15.659456760,-17.936770195857996,-55.658343838449326,32.362867179366745,0.6638131373513287,pastagem,23.39663087177189,25.853030136944007,24.708924839173402
10881,2010-06-29 03:30:31.627585558,-23.03627492981289,-58.93805673984127,284.2269567307862,0.546501463089395,floresta,25.605629803879136,49.25355431669713,7.435156516064719
13192,2022-05-27 17:37:52.531990230,-28.452490852164907,-36.114731420853,292.4491996629731,0.6568783918865886,agricola,38.114493525851145,52.32710497167122,5.8975318412341995
17941,2017-04-29 08:29:54.557985216,-11.060735498812956,-53.53735001751306,437.05710409747735,0.5675623716198532,savana,36.09755561386993,39.75842164261393,9.721376121836332
11590,2018-01-07 23:57:00.587502658,-18.729134229804117,-71.10985618510273,214.9351738343598,0.7347365424283514,floresta,22.837321043903607,40.87906311794342,3.9547529095233047
17716,2012-06-24 06:26:20.223319948,-26.50991257768478,-68.9273592695587,164.27150856814754,0.558007099392632,floresta,26.976369899534056,62.94522250522381,26.561434914725712
10294,2024-03-26 12:34:52.179359913,-5.954261660230781,-43.2084917069769,479.94284648530385,0.6714438153673756,savana,33.07611716180347,54.487204957780826,7.758308632638212
16120,2016-06-17 16:04:58.397737503,-1.933153743708953,-56.7271057300202,139.91256341298882,0.6413502250039906,pastagem,30.086201220320678,39.18639465975804,25.75799830785669
16548,2023-06-07 21:18:31.309798837,3.0190258477978915,-35.98361991259831,65.63584019050947,0.8839539937699546,pastagem,22.891970509669058,73.82773358523409,15.549004438839045
19569,2013-07-29 17:25:11.491876185,-20.872589946067443,-46.82250249137718,221.27339479465948,0.7848069825902924,floresta,36.92761267433515,39.99865440390124,6.661280468999594
13052,2019-05-08 19:52:21.971198440,-20.60404185306181,-50.204034359699506,161.0662088341846,0.8584491362055735,floresta,27.837582274843736,53.608721463183905,22.146162169020236
13064,2014-06-09 04:07:55.073614508,-9.251519663781508,-64.78236019031914,91.30555310441592,0.5664374424474206,floresta,33.701893284034554,35.15040843580117,1.2555268668549824
20597,2016-04-24 17:44:58.532043487,3.7872857476663597,-36.691932070647844,92.52566723412606,0.5566440932334786,agricola,31.022016152196777,49.808426769643006,5.684934699593159
17672,2011-09-29 04:41:15.125820480,-22.97340053760307,-40.59817425539466,360.9376445629395,0.6334335018507087,savana,24.614782835555296,60.5082800931777,20.846161559772796
18323,2017-10-07 00:29:06.879005969,-31.58099605664596,-73.22573119744928,166.27031339973283,0.6470449158645235,pastagem,30.49326330622977,73.54632862407684,2.8381344711373258
17878,2020-10-30 00:25:39.983552337,-8.679569989197823,-38.00760051992031,126.51818307632057,0.817293837214428,pastagem,31.19590426199855,27.42545876152952,15.85072297408027
18269,2024-10-27 05:27:52.315232694,-9.695429514796292,-46.87955862757008,143.96739018774082,0.5274470914652409,savana,34.45626992804516,21.804537028475895,18.399910070403816
10809,2015-07-30 13:08:26.441821158,-20.116355201158477,-46.525071548244426,398.6363026811817,0.8806872130424025,savana,32.52492261385825,79.7289299304751,12.45422456783685
17534,2023-08-29 00:23:27.573856831,1.8662863157819913,-68.29549322120454,381.2394266920483,0.985107104324481,savana,21.12399427730494,71.57115865430926,23.75298003811118
13401,2013-11-11 10:43:36.880603045,-18.829508623932874,-45.62551809948679,376.71702211403993,0.88596018430773,savana,27.873939729836,21.09060422070193,3.304133235304355
17583,2023-10-15 09:13:29.758142114,-0.5194151719933799,-42.15301323657094,202.91504417152746,0.9683334635782361,savana,28.577466967104016,79.65945222410194,15.33473248106378
19115,2020-08-11 00:05:18.844829977,0.9448879447955818,-73.73963987410546,68.02892602546581,0.6972745642371749,savana,32.489077759353755,77.45325605556604,15.118663458081084
20923,2017-02-10 11:05:09.397574008,-21.772310894065,-45.68359694443222,172.98999632584824,0.9134395750743874,savana,35.283142883167045,52.47574991579015,8.643776140153024
